CID,MolecularWeight,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,FeatureCount3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,ConformerModelRMSD3D,EffectiveRotorCount3D,ConformerCount3D,Title,XLogP,XLogP_Source,Status,Formula,MW
59774,365.9,365.1506193,41.8,440,0,3,4,2,25,0,1,0,1,0,0,0,4,,,,,,,,,,,0,Zofran,,,Not applicable (ionic/extreme),C18H24ClN3O3,365.9
60168,1106.1,1104.47284,163,1540,0,0,18,29,76,0,4,0,4,0,0,0,3,,,,,,,,,,,0,Doxacurium chloride [VANDF],,,Not applicable (ionic/extreme),C56H78Cl2N2O16,1106.1
60198,296.4,296.17763,34.1,653,0,0,2,0,22,0,5,5,0,0,0,0,1,238.9,6,2,0,0,0,4,0,0.6,1,1,Exemestane,3.1,PubChem XLogP,OK,C20H24O2,296.4
60490,236.29,236.0619488,94.8,275,0,2,3,2,16,0,1,0,1,0,0,0,1,178.3,4,1,1,0,0,2,0,0.6,3,10,Zileuton,1.6,PubChem XLogP,OK,C11H12N2O2S,236.29
60496,567.1,566.1489648,163,830,0,3,10,11,38,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Amlodipine Besylate,,,Not applicable (ionic/extreme),C26H31ClN2O8S,567.1
60594,656.9,656.4261335,192,968,0,7,8,18,47,0,5,5,0,0,0,0,1,,,,,,,,,,,0,Enalkiren,3.6,PubChem XLogP,OK,C35H56N6O6,656.9
60662,568.5,567.2430757,67.5,709,0,3,6,12,38,0,2,2,0,0,0,0,3,,,,,,,,,,,0,Mibefradil Dihydrochloride,,,Not applicable (ionic/extreme),C29H40Cl2FN3O3,568.5
60692,374.9,374.0195483,151,547,0,3,7,4,21,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Sezolamide Hydrochloride,,,Not applicable (ionic/extreme),C11H19ClN2O4S3,374.9
60699,457.9,457.1404486,103,867,0,3,7,3,32,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Topotecan Hydrochloride,,,Not applicable (ionic/extreme),C23H24ClN3O5,457.9
60750,263.2,263.0717622,108,426,0,3,6,2,18,0,3,3,0,0,0,0,1,176.4,10,4,4,0,0,2,0,0.6,3,10,Gemcitabine,-1.5,PubChem XLogP,OK,C9H11F2N3O4,263.2
60781,514.6,514.2209686,226,683,0,6,9,11,35,0,3,3,0,0,0,0,2,,,,,,,,,,,0,"L-Prolinamide, N-methyl-D-phenylalanyl-N-((1S)-4-((aminoiminomethyl)amino)-1-formylbutyl)-, sulfate (1:1)",,,Not applicable (ionic/extreme),C21H34N6O7S,514.6
60790,384.4,384.1685219,89.1,529,0,3,6,9,28,0,1,0,1,0,0,0,1,298.9,12,5,3,0,1,3,0,1,9,10,Toborinone,1.7,PubChem XLogP,OK,C21H24N2O5,384.4
60795,448.4,447.1480325,44.8,559,0,1,4,7,30,0,0,0,0,0,0,0,1,337.2,9,2,1,0,2,4,0,1.2,8.8,10,Aripiprazole,4.6,PubChem XLogP,OK,C23H27Cl2N3O2,448.4
60822,1155.3,1154.452942,229,817,0,6,12,22,83,0,4,4,0,0,0,0,3,,,,,,,,,,,0,Atorvastatin Calcium,,,Not applicable (ionic/extreme),C66H68CaF2N4O10,1155.3
60824,349.3,349.1137072,68.2,412,0,1,8,7,24,0,2,2,0,0,0,0,1,251.5,7,4,1,0,0,2,0,1,8.8,10,Befloxatone,2.2,PubChem XLogP,OK,C15H18F3NO5,349.3
60837,677.2,676.2875067,116,1200,0,5,11,5,47,0,1,1,0,0,0,0,5,,,,,,,,,,,0,Camptosar,,,Not applicable (ionic/extreme),C33H45ClN4O9,677.2
60846,435.5,435.2270398,112,608,0,2,6,10,32,0,1,1,0,0,0,0,1,345,10,3,0,1,1,3,2,1,11,10,Valsartan,4.4,PubChem XLogP,OK,C24H29N5O3,435.5
60855,332.31,332.133199,201,518,0,7,8,6,23,0,5,5,0,0,0,0,1,234.9,16,7,6,1,1,1,0,0.8,7.8,10,Zanamivir,-3.2,PubChem XLogP,OK,C12H20N4O7,332.31
60857,287.36,287.1633769,57.4,375,0,2,3,5,21,0,1,1,0,0,0,0,1,228.9,8,1,2,0,2,3,0,0.8,5.8,10,Zolmitriptan,2.2,PubChem XLogP,OK,C16H21N3O2,287.36
60875,371.9,371.1434259,73.6,483,0,3,4,5,24,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Naratriptan Hydrochloride,,,Not applicable (ionic/extreme),C17H26ClN3O2S,371.9
60953,359.35,359.1492636,121,582,0,3,7,7,25,0,4,4,0,0,0,0,1,263.1,12,5,4,0,0,2,1,1,9,10,Capecitabine,0.6,PubChem XLogP,OK,C15H22FN3O6,359.35
60961,267.24,267.0967539,140,335,0,4,8,2,19,0,4,4,0,0,0,0,1,183.3,15,4,4,0,4,3,0,0.6,3,10,Adenosine,-1.1,PubChem XLogP,OK,C10H13N5O4,267.24
61100,234.28,234.0674281,121,159,0,4,6,3,15,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Phenelzine Sulfate,,,Not applicable (ionic/extreme),C8H14N2O4S,234.28
61367,782.9,782.3560651,176,538,0,6,14,8,55,0,8,6,2,0,0,0,5,,,,,,,,,,,0,Quinine sulfate (USP),,,Not applicable (ionic/extreme),C40H54N4O10S,782.9
62770,564,563.1558238,186,960,0,6,11,4,39,0,6,6,0,0,0,0,2,,,,,,,,,,,0,Daunorubicin Hydrochloride,,,Not applicable (ionic/extreme),C27H30ClNO10,564
62857,345.8,345.1107264,21.3,308,0,2,5,6,23,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Reconcile,,,Not applicable (ionic/extreme),C17H19ClF3NO,345.8
62882,295.8,295.1339066,41.5,257,0,3,3,6,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Propranolol Hydrochloride,,,Not applicable (ionic/extreme),C16H22ClNO2,295.8
62886,1243.5,1242.500406,258,1560,0,0,18,26,87,0,4,4,0,0,0,0,3,,,,,,,,,,,0,Cisatracurium Besylate,,,Not applicable (ionic/extreme),C65H82N2O18S2,1243.5
62920,451,450.1380062,84.4,565,0,1,6,7,30,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Diltiazem Hydrochloride,,,Not applicable (ionic/extreme),C22H27ClN2O4S,451
62937,652.8,652.393496,176,308,0,6,12,21,46,0,2,0,2,0,0,0,3,,,,,,,,,,,0,Metoprolol Succinate,,,Not applicable (ionic/extreme),C34H56N2O10,652.8
62956,435.5,435.2174602,94.9,627,0,2,5,9,30,0,2,2,0,0,0,0,1,340,7,3,0,1,0,3,0,1.2,12.2,10,Fosinoprilat,3.8,PubChem XLogP,OK,C23H34NO5P,435.5
62969,491.1,490.2598354,64,606,0,1,6,13,34,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Verapamil Hydrochloride,,,Not applicable (ionic/extreme),C27H39ClN2O4,491.1
63030,499,498.160473,101,596,0,1,6,3,34,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Promethazine Teoclate,,,Not applicable (ionic/extreme),C24H27ClN6O2S,499
64119,212.21,212.0909403,59.4,293,0,1,4,0,15,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Caffeine Monohydrate,,,Not applicable (ionic/extreme),C8H12N4O3,212.21
64640,782.9,782.3560651,176,538,0,6,14,8,55,0,8,6,2,0,0,0,5,,,,,,,,,,,0,Quinidine sulfate hydrate,,,Not applicable (ionic/extreme),C40H54N4O10S,782.9
64642,520.6,520.2420807,184,627,0,7,11,9,37,0,8,7,1,0,0,0,2,,,,,,,,,,,0,Quinaglute (TN),,,Not applicable (ionic/extreme),C26H36N2O9,520.6
64747,558.6,558.1566588,101,265,0,2,8,6,39,0,2,0,2,0,0,0,5,,,,,,,,,,,0,Fenoprofen Calcium,,,Not applicable (ionic/extreme),C30H30CaO8,558.6
64922,620.8,620.3243711,172,889,0,4,8,15,43,0,4,4,0,0,0,0,1,,,,,,,,,,,0,Terlakiren,3.8,PubChem XLogP,OK,C31H48N4O7S,620.8
65324,337.8,337.1444713,72.7,305,0,5,4,7,23,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Dobutamine Hydrochloride,,,Not applicable (ionic/extreme),C18H24ClNO3,337.8
65326,201.69,201.0920418,32.3,121,0,3,2,3,13,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Ephedrine Hydrochloride,,,Not applicable (ionic/extreme),C10H16ClNO,201.69
65327,302.8,302.1549764,15.3,267,0,2,2,4,21,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Desipramine Hydrochloride,,,Not applicable (ionic/extreme),C18H23ClN2,302.8
65328,494.7,494.3362732,218,248,0,6,8,6,33,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Guanethidine Sulfate,,,Not applicable (ionic/extreme),C20H46N8O4S,494.7
65329,414.8,414.0933598,45.2,483,0,3,9,2,27,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Mefloquine Hydrochloride,,,Not applicable (ionic/extreme),C17H17ClF6N2O,414.8
65348,580,579.1507385,206,977,0,7,12,5,40,0,6,6,0,0,0,0,2,,,,,,,,,,,0,Epirubicin Hydrochloride,,,Not applicable (ionic/extreme),C27H30ClNO11,580
65494,578.7,578.229802,193,687,0,4,11,13,40,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Sufentanil Citrate,,,Not applicable (ionic/extreme),C28H38N2O9S,578.7
65889,456,455.1182738,101,691,0,0,6,4,31,0,0,0,0,0,0,0,1,336.8,10,3,0,0,2,5,0,0.8,6.4,10,Apafant,1.1,PubChem XLogP,OK,C22H22ClN5O2S,456
65981,452.6,452.2675076,78.9,619,0,2,5,10,33,0,1,1,0,0,0,0,1,364.9,11,4,1,1,1,3,1,1.2,12.2,10,Repaglinide,5.2,PubChem XLogP,OK,C27H36N2O4,452.6
65999,514.6,514.2368762,72.9,831,0,1,4,7,39,0,0,0,0,0,0,0,1,412.9,12,2,0,1,2,6,1,1,7,10,Telmisartan,6.9,PubChem XLogP,OK,C33H30N4O2,514.6
66062,407,406.1304189,57.1,432,0,1,4,4,26,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Thioridazine Hydrochloride,,,Not applicable (ionic/extreme),C21H27ClN2S2,407
66064,480.4,479.1176589,35,510,0,2,7,4,30,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Trifluoperazine Hydrochloride,,,Not applicable (ionic/extreme),C21H26Cl2F3N3S,480.4
66068,271.78,271.14514,58.4,221,0,3,3,6,18,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Procainamide Hydrochloride,,,Not applicable (ionic/extreme),C13H22ClN3O,271.78
66070,282.81,282.1498911,32.3,282,0,2,2,2,19,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Mepivacaine Hydrochloride,,,Not applicable (ionic/extreme),C15H23ClN2O,282.81
66250,210.66,210.0883534,128,176,0,5,4,5,13,0,1,1,0,0,0,0,2,,,,,,,,,,,0,"L-Arginine, monohydrochloride",,,Not applicable (ionic/extreme),C6H15ClN4O2,210.66
66259,296.83,296.1655411,44.6,345,0,3,2,3,20,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Oxymetazoline Hydrochloride,,,Not applicable (ionic/extreme),C16H25ClN2O,296.83
66383,541.7,541.234553,190,603,0,4,11,12,37,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Cetiedil Citrate,,,Not applicable (ionic/extreme),C26H39NO9S,541.7
67356,510.4,509.1282236,55.3,544,0,3,8,6,32,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Fluphenazine Hydrochloride,,,Not applicable (ionic/extreme),C22H28Cl2F3N3OS,510.4
68304,325.9,325.1808568,29.5,292,0,1,3,8,22,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Dyclonine Hydrochloride,,,Not applicable (ionic/extreme),C18H28ClNO2,325.9
68540,302.12,301.0456927,161,279,0,7,7,1,18,0,0,0,0,0,0,0,4,,,,,,,,,,,0,Amiloride Hydrochloride,,,Not applicable (ionic/extreme),C6H13Cl2N7O3,302.12
68546,419.9,419.1360319,107,544,0,2,8,4,29,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Prazosin Hydrochloride,,,Not applicable (ionic/extreme),C19H22ClN5O4,419.9
68551,300.8,300.1393264,6.5,342,0,1,2,0,21,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Mianserin Hydrochloride,,,Not applicable (ionic/extreme),C18H21ClN2,300.8
68552,524.6,524.2628334,249,326,0,6,10,4,35,0,2,0,2,0,0,0,3,,,,,,,,,,,0,Guanadrel Sulfate,,,Not applicable (ionic/extreme),C20H40N6O8S,524.6
68553,479.1,476.981667,93.1,441,0,1,5,6,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Miconazole Nitrate,,,Not applicable (ionic/extreme),C18H15Cl4N3O4,479.1
68617,306.2,305.0738049,12,322,0,1,1,2,20,0,2,2,0,0,0,0,1,229.9,5,0,1,0,1,3,0,0.6,2.8,10,Sertraline,4.8,PubChem XLogP,OK,C17H17Cl2N,306.2
68844,383.5,383.0643343,164,598,0,2,9,7,23,0,1,1,0,0,0,0,1,267,10,5,2,0,1,2,0,0.8,7.6,10,Brinzolamide,-0.3,PubChem XLogP,OK,C12H21N3O5S3,383.5
69568,182.65,182.0822054,89.3,106,0,4,4,5,11,0,1,1,0,0,0,0,2,,,,,,,,,,,0,L-Lysine monohydrochloride,,,Not applicable (ionic/extreme),C6H15ClN2O2,182.65
71177,363.9,363.1423633,29.5,349,0,2,3,2,24,0,1,0,1,0,0,0,3,,,,,,,,,,,0,"Piperidine, 1-methyl-3-(9H-thioxanthen-9-ylmethyl)-, hydrochloride, hydrate (1:1:1)",,,Not applicable (ionic/extreme),C20H26ClNOS,363.9
71320,363.4,363.1794209,133,513,0,4,7,9,26,0,2,2,0,0,0,0,1,277.6,13,5,2,2,2,2,0,1,9.8,10,Libenzapril,-3.9,PubChem XLogP,OK,C18H25N3O5,363.4
71329,441.6,441.1392133,122,672,0,2,8,11,29,0,0,0,0,0,0,0,1,330.1,10,5,2,0,1,2,0,1.6,11,10,Dofetilide,1.8,PubChem XLogP,OK,C19H27N3O5S2,441.6
71355,590.8,590.2890894,86.3,751,0,2,5,16,42,0,0,0,0,0,0,0,1,,,,,,,,,,,0,Lecimibide,9.3,PubChem XLogP,OK,C34H40F2N4OS,590.8
71405,424.3,423.1228804,68.8,534,0,3,5,2,28,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Pirenzepine Hydrochloride,,,Not applicable (ionic/extreme),C19H23Cl2N5O2,424.3
71454,345.2,344.0595519,46.5,380,0,2,2,3,23,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Liarozole hydrochloride,,,Not applicable (ionic/extreme),C17H14Cl2N4,345.2
71764,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Alfuzosin Hydrochloride,,,Not applicable (ionic/extreme),C19H28ClN5O4,425.9
71793,303.77,303.0444402,86.9,409,0,2,4,3,19,0,0,0,0,0,0,0,1,214.4,7,3,2,0,0,2,0,0.8,6,10,Glyclopyramide,0.9,PubChem XLogP,OK,C11H14ClN3O3S,303.77
71992,406.5,406.1562431,129,591,0,2,6,9,28,0,3,3,0,0,0,0,1,313.8,9,4,1,1,0,2,1,1,12,10,Alacepril,2.1,PubChem XLogP,OK,C20H26N2O5S,406.5
73957,329.9,329.1757714,30.9,248,0,1,4,9,22,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Pramoxine Hydrochloride,,,Not applicable (ionic/extreme),C17H28ClNO3,329.9
77991,250.34,250.1681279,32.8,269,0,0,3,5,18,0,1,1,0,0,0,0,1,205.7,3,1,0,0,1,1,0,0.8,6,10,Rivastigmine,2.3,PubChem XLogP,OK,C14H22N2O2,250.34
77997,391.5,391.2008251,87,412,0,2,5,6,29,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Rizatriptan Benzoate,,,Not applicable (ionic/extreme),C22H25N5O2,391.5
78000,410.4,410.181803,168,468,0,5,9,8,27,0,3,3,0,0,0,0,2,,,,,,,,,,,0,Tamiflu,,,Not applicable (ionic/extreme),C16H31N2O8P,410.4
82148,243.3,243.1259288,38.3,280,0,1,2,4,18,0,0,0,0,0,0,0,1,198.8,5,2,1,0,0,2,0,0.6,5,10,Agomelatine,2.7,PubChem XLogP,OK,C15H17NO2,243.3
84003,376.4,376.1634365,146,430,0,5,7,6,27,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Ketorolac Tromethamine,,,Not applicable (ionic/extreme),C19H24N2O6,376.4
89594,162.23,162.1156985,16.1,147,0,0,2,1,12,0,1,1,0,0,0,0,1,134.9,4,1,0,0,1,2,0,0.6,2,8,Nicotine,1.2,PubChem XLogP,OK,C10H14N2,162.23
91430,377.5,377.1409274,111,456,0,3,6,4,26,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Phentolamine Methanesulfonate,,,Not applicable (ionic/extreme),C18H23N3O4S,377.5
91725,421,420.2543561,16.7,382,0,2,4,10,29,0,1,0,1,0,0,0,3,,,,,,,,,,,0,Vascor,,,Not applicable (ionic/extreme),C24H37ClN2O2,421
92163,256.77,256.134241,41.1,218,0,3,2,5,17,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Prilocaine Hydrochloride,,,Not applicable (ionic/extreme),C13H21ClN2O,256.77
92727,628.8,628.3624706,120,940,0,4,5,15,46,0,4,4,0,0,0,0,1,,,,,,,,,,,0,Lopinavir,5.9,PubChem XLogP,OK,C37H48N4O5,628.8
104152,206.24,206.1266571,127,137,0,4,6,5,14,0,1,1,0,0,0,0,2,,,,,,,,,,,0,"L-Lysine, acetate (1:1)",,,Not applicable (ionic/extreme),C8H18N2O4,206.24
104741,606.8,606.3166073,76.7,854,0,2,9,14,41,0,7,6,1,0,0,0,1,461,8,2,2,0,0,4,0,1.6,16.4,10,Fulvestrant,9.2,PubChem XLogP,OK,C32H47F5O3S,606.8
107706,434.5,434.1147722,147,731,0,3,8,9,30,0,0,0,0,0,0,0,1,323.5,12,6,2,1,0,2,1,1,10,10,Sivelestat,3,PubChem XLogP,OK,C20H22N2O7S,434.5
107807,368.5,368.2311221,95.9,524,0,2,6,9,26,0,5,5,0,0,0,0,1,289,10,4,1,1,1,2,1,1,11.4,10,Perindopril,0.9,PubChem XLogP,OK,C19H32N2O5,368.5
107952,343.9,343.1914215,50.7,286,0,3,4,11,23,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Betaxolol Hydrochloride,,,Not applicable (ionic/extreme),C18H30ClNO3,343.9
107979,428,427.1914215,46.5,553,0,1,4,5,30,0,2,0,2,0,0,0,2,,,,,,,,,,,0,"Spiro(8-azoniabicyclo(3.2.1)octane-8,1'-pyrrolidinium), 3-hydroxy-, chloride, benzilate",,,Not applicable (ionic/extreme),C25H30ClNO3,428
107994,410.5,410.1841719,107,619,0,3,6,8,30,0,3,3,0,0,0,0,1,319.3,12,5,1,2,1,3,0,1,9.8,10,Quinaprilat,0.5,PubChem XLogP,OK,C23H26N2O5,410.5
108173,228.72,228.1029409,55.1,195,0,3,2,2,15,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Tocainide Hydrochloride,,,Not applicable (ionic/extreme),C11H17ClN2O,228.72
110635,389.4,389.1375561,74.9,702,0,1,4,1,29,0,2,2,0,0,0,0,1,289.1,12,4,1,0,1,6,0,0.6,2.4,6,Tadalafil,2.3,PubChem XLogP,OK,C22H19N3O4,389.4
115366,419.9,419.0264073,141,463,0,2,8,4,26,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Clopidogrel Bisulfate,,,Not applicable (ionic/extreme),C16H18ClNO6S2,419.9
117965,324.9,324.1968412,32.3,321,0,2,2,5,22,0,1,1,0,0,0,0,2,,,,,,,,,,,0,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",,,Not applicable (ionic/extreme),C18H29ClN2O,324.9
119442,521.1,520.2704001,73.2,639,0,1,7,14,36,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Gallopamil Hydrochloride,,,Not applicable (ionic/extreme),C28H41ClN2O5,521.1
119607,314.4,314.0725135,94.6,462,0,1,5,3,22,0,0,0,0,0,0,0,1,236.8,7,3,1,0,0,3,0,0.6,3,8,Valdecoxib,2.6,PubChem XLogP,OK,C16H14N2O3S,314.4
119828,370.4,370.0987282,97.7,575,0,1,5,5,26,0,0,0,0,0,0,0,1,281.8,9,4,1,0,0,3,1,0.8,6,10,Parecoxib,3.3,PubChem XLogP,OK,C19H18N2O4S,370.4
121586,290.11,290.0068893,154,327,0,6,9,4,17,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Zoledronic acid monohydrate,,,Not applicable (ionic/extreme),C5H12N2O8P2,290.11
121587,368.3,367.07831,41.9,440,0,2,4,1,22,0,3,3,0,0,0,0,2,,,,,,,,,,,0,Galantamine Hydrobromide,,,Not applicable (ionic/extreme),C17H22BrNO3,368.3
122142,303.35,303.1470582,55.8,432,0,0,5,5,22,0,4,3,1,0,0,0,1,233.9,5,2,0,0,1,2,0,0.8,6.2,10,Cocaine (USP),2.3,PubChem XLogP,OK,C17H21NO4,303.35
122824,348.9,348.1426977,31.8,322,0,1,3,5,23,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Ethopropazine Hydrochloride,,,Not applicable (ionic/extreme),C19H25ClN2S,348.9
123596,589.7,589.2471238,149,799,0,3,10,7,42,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Imatinib Mesylate,,,Not applicable (ionic/extreme),C30H35N7O4S,589.7
123619,358.8,358.0542766,68.3,514,0,0,4,3,24,0,0,0,0,0,0,0,1,267.8,7,4,0,0,0,3,0,0.6,3,4,Etoricoxib,3.3,PubChem XLogP,OK,C18H15ClN2O2S,358.8
123631,446.9,446.1520965,68.7,545,0,1,8,8,31,0,0,0,0,0,0,0,1,331.7,11,3,1,0,3,4,0,1,9.2,10,Gefitinib,4.1,PubChem XLogP,OK,C22H24ClFN4O3,446.9
124886,307.33,307.0838064,160,389,0,6,8,9,20,0,2,2,0,0,0,0,1,222.1,12,6,3,2,1,0,0,1,11,10,Glutathione,-4.5,PubChem XLogP,OK,C10H17N3O6S,307.33
126941,454.4,454.1713158,211,704,0,5,12,9,33,0,1,1,0,0,0,0,1,331.9,16,6,3,2,2,3,0,1,10,10,Methotrexate,-1.8,PubChem XLogP,OK,C20H22N8O5,454.4
129791,394.9,394.165935,60,411,0,2,5,9,27,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Itopride Hydrochloride,,,Not applicable (ionic/extreme),C20H27ClN2O4,394.9
132228,377.5,377.2103271,36,613,0,0,4,2,28,0,2,2,0,0,0,0,1,300.1,8,1,0,0,2,5,0,0.8,4.6,10,Quilostigmine,2.5,PubChem XLogP,OK,C23H27N3O2,377.5
133264,323.4,323.1191293,89.9,390,0,1,5,8,22,0,1,0,1,0,0,0,1,250.3,7,3,1,0,0,2,1,0.8,8.6,10,Risarestat,3.9,PubChem XLogP,OK,C16H21NO4S,323.4
145742,115.13,115.0633285,49.3,103,0,2,3,1,8,0,1,1,0,0,0,0,1,89,6,2,1,1,1,1,0,0.4,2,4,L-Proline,-2.5,PubChem XLogP,OK,C5H9NO2,115.13
150311,409.4,409.1489499,60.8,567,0,2,5,6,30,0,3,3,0,0,0,0,1,316.6,8,2,2,0,0,4,0,0.8,6.6,10,Ezetimibe,4,PubChem XLogP,OK,C24H21F2NO3,409.4
151114,567.6,567.1686789,171,1040,0,5,12,1,39,0,2,2,0,0,0,0,4,,,,,,,,,,,0,Exatecan Mesylate,,,Not applicable (ionic/extreme),C25H30FN3O9S,567.6
151166,293.72,293.0618845,49.3,342,0,2,4,4,20,0,0,0,0,0,0,0,1,217.7,7,2,1,1,1,2,0,0.6,4,10,Lumiracoxib,4.2,PubChem XLogP,OK,C15H13ClFNO2,293.72
151170,343.4,343.1783583,79.6,511,0,1,5,5,25,0,0,0,0,0,0,0,1,268.4,9,5,0,1,0,3,0,0.8,7.2,10,Cilomilast,3.4,PubChem XLogP,OK,C20H25NO4,343.4
153751,848.3,847.3181977,217,1530,0,5,16,10,59,0,13,13,0,0,0,0,2,,,,,,,,,,,0,Aclarubicin Hydrochloride,,,Not applicable (ionic/extreme),C42H54ClNO15,848.3
156391,230.26,230.0942943,46.5,277,0,1,3,3,17,0,1,1,0,0,0,0,1,183.5,7,3,0,1,0,2,1,0.6,3,10,Naproxen,3.3,PubChem XLogP,OK,C14H14O3,230.26
156413,558.9,557.116351,88.6,671,0,4,8,9,36,0,0,0,0,0,0,0,3,,,,,,,,,,,0,Canertinib Dihydrochloride,,,Not applicable (ionic/extreme),C24H27Cl3FN5O3,558.9
156422,527.7,527.2896401,80.7,777,0,2,5,8,39,0,0,0,0,0,0,0,1,417.8,13,4,2,0,1,5,1,1.2,11.2,10,Doramapimod,5.7,PubChem XLogP,OK,C31H37N5O3,527.7
156665,203.19,203.0793725,102,290,0,4,6,2,14,0,4,4,0,0,0,0,2,,,,,,,,,,,0,Eglumetad monohydrate,,,Not applicable (ionic/extreme),C8H13NO5,203.19
157313,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Epinastine Hydrochloride,,,Not applicable (ionic/extreme),C16H16ClN3,285.77
157838,394.4,394.0598979,84.4,543,0,2,8,4,27,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Lidorestat monohydrate,,,Not applicable (ionic/extreme),C18H13F3N2O3S,394.4
157920,390.5,390.2217804,83.8,525,0,2,7,11,27,0,4,4,0,0,0,0,1,299.7,12,5,1,1,0,2,3,1.2,12.2,10,Lubiprostone,4,PubChem XLogP,OK,C20H32F2O5,390.5
158550,802.9,802.3571277,254,1190,0,7,13,18,56,0,4,4,0,0,0,0,2,,,,,,,,,,,0,Atazanavir Sulfate,,,Not applicable (ionic/extreme),C38H54N6O11S,802.9
158781,446.5,446.2066387,130,656,0,3,7,8,33,0,0,0,0,0,0,0,1,346.7,13,3,1,1,2,4,2,1,8,10,Olmesartan,3.2,PubChem XLogP,OK,C24H26N6O3,446.5
159271,338.4,338.1100418,94.6,504,0,1,6,3,23,0,0,0,0,0,0,0,1,250.7,6,2,1,0,0,3,0,0.8,4.2,10,Tilmacoxib,3.3,PubChem XLogP,OK,C16H19FN2O3S,338.4
159324,489.4,488.1170667,64.2,785,0,1,3,4,34,0,1,1,0,0,0,0,1,365.7,9,1,1,0,2,5,0,0.8,4,10,Tipifarnib,4.1,PubChem XLogP,OK,C27H22Cl2N4O,489.4
160024,279.22,279.065534,111,485,0,3,5,1,20,0,2,2,0,0,0,0,1,195.4,10,4,3,0,0,3,0,0.6,2,5,Fidarestat,-0.3,PubChem XLogP,OK,C12H10FN3O4,279.22
163727,236.1,235.0279174,68,177,0,3,3,3,14,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Lazabemide Hydrochloride,,,Not applicable (ionic/extreme),C8H11Cl2N3O,236.1
163751,327.8,327.0808257,70.7,421,0,2,5,2,21,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Fasudil Hydrochloride,,,Not applicable (ionic/extreme),C14H18ClN3O2S,327.8
166558,501.7,501.29128,80.9,734,0,1,4,10,35,0,0,0,0,0,0,0,1,407.8,11,3,1,0,0,2,5,1.2,11,10,Avasimibe,8.2,PubChem XLogP,OK,C29H43NO4S,501.7
